Year,State,Metric,Age Range,"Events per 1,000 women"
2016,VA,Abortion Rate,25-29,21.3
1988,WA,Abortion Rate,25-29,34.3
1992,WA,Abortion Rate,25-29,36.6
1996,WA,Abortion Rate,25-29,31.7
2000,WA,Abortion Rate,25-29,29.8
2005,WA,Abortion Rate,25-29,24.9
2006,WA,Abortion Rate,25-29,25.6
2007,WA,Abortion Rate,25-29,25.4
2008,WA,Abortion Rate,25-29,24.7
2009,WA,Abortion Rate,25-29,23.8
2010,WA,Abortion Rate,25-29,22.9
2011,WA,Abortion Rate,25-29,22.3
2012,WA,Abortion Rate,25-29,21.3
2013,WA,Abortion Rate,25-29,20.0
2014,WA,Abortion Rate,25-29,20.1
2015,WA,Abortion Rate,25-29,19.2
2016,WA,Abortion Rate,25-29,18.0
1988,WV,Abortion Rate,25-29,15.1
1992,WV,Abortion Rate,25-29,13.7
1996,WV,Abortion Rate,25-29,11.5
2000,WV,Abortion Rate,25-29,10.9
2005,WV,Abortion Rate,25-29,12.4
2006,WV,Abortion Rate,25-29,13.6
2007,WV,Abortion Rate,25-29,13.6
2008,WV,Abortion Rate,25-29,12.1
2009,WV,Abortion Rate,25-29,13.8
2010,WV,Abortion Rate,25-29,15.3
2011,WV,Abortion Rate,25-29,14.6
2012,WV,Abortion Rate,25-29,13.0
2013,WV,Abortion Rate,25-29,10.7
2014,WV,Abortion Rate,25-29,11.4
2015,WV,Abortion Rate,25-29,11.3
2016,WV,Abortion Rate,25-29,12.6
1988,WI,Abortion Rate,25-29,17.9
1992,WI,Abortion Rate,25-29,18.4
1996,WI,Abortion Rate,25-29,18.5
2000,WI,Abortion Rate,25-29,17.2
2005,WI,Abortion Rate,25-29,14.8
2006,WI,Abortion Rate,25-29,14.8
2007,WI,Abortion Rate,25-29,13.5
2008,WI,Abortion Rate,25-29,12.9
2009,WI,Abortion Rate,25-29,13.3
2010,WI,Abortion Rate,25-29,11.8
2011,WI,Abortion Rate,25-29,12.4
2012,WI,Abortion Rate,25-29,11.2
2013,WI,Abortion Rate,25-29,11.3
2014,WI,Abortion Rate,25-29,11.2
2015,WI,Abortion Rate,25-29,11.0
2016,WI,Abortion Rate,25-29,11.8
1988,WY,Abortion Rate,25-29,14.1
1992,WY,Abortion Rate,25-29,20.5
1996,WY,Abortion Rate,25-29,21.5
2000,WY,Abortion Rate,25-29,35.1
2005,WY,Abortion Rate,25-29,17.1
2006,WY,Abortion Rate,25-29,16.3
2007,WY,Abortion Rate,25-29,15.1
2008,WY,Abortion Rate,25-29,13.1
2009,WY,Abortion Rate,25-29,12.5
2010,WY,Abortion Rate,25-29,12.4
2011,WY,Abortion Rate,25-29,13.1
2012,WY,Abortion Rate,25-29,12.0
2013,WY,Abortion Rate,25-29,10.9
2014,WY,Abortion Rate,25-29,11.3
2015,WY,Abortion Rate,25-29,11.1
2016,WY,Abortion Rate,25-29,10.8
1988,AL,Abortion Rate,40+,2.2
1992,AL,Abortion Rate,40+,2.1
1996,AL,Abortion Rate,40+,1.8
2000,AL,Abortion Rate,40+,1.6
2005,AL,Abortion Rate,40+,1.4
2006,AL,Abortion Rate,40+,1.5
2007,AL,Abortion Rate,40+,1.3
2008,AL,Abortion Rate,40+,1.3
2009,AL,Abortion Rate,40+,1.4
2010,AL,Abortion Rate,40+,1.3
2011,AL,Abortion Rate,40+,1.4
2012,AL,Abortion Rate,40+,1.5
2013,AL,Abortion Rate,40+,1.2
2014,AL,Abortion Rate,40+,1.3
2015,AL,Abortion Rate,40+,1.2
2016,AL,Abortion Rate,40+,1.3
1988,AK,Abortion Rate,40+,2.3
1992,AK,Abortion Rate,40+,2.6
1996,AK,Abortion Rate,40+,1.9
2000,AK,Abortion Rate,40+,1.9
2005,AK,Abortion Rate,40+,3.2
2006,AK,Abortion Rate,40+,2.3
2007,AK,Abortion Rate,40+,2.8
2008,AK,Abortion Rate,40+,2.7
2009,AK,Abortion Rate,40+,2.4
2010,AK,Abortion Rate,40+,2.4
2011,AK,Abortion Rate,40+,2.3
2012,AK,Abortion Rate,40+,2.3
2013,AK,Abortion Rate,40+,2.3
2014,AK,Abortion Rate,40+,2.8
2015,AK,Abortion Rate,40+,2.5
2016,AK,Abortion Rate,40+,2.3
1988,AZ,Abortion Rate,40+,2.4
1992,AZ,Abortion Rate,40+,2.9
1996,AZ,Abortion Rate,40+,2.8
2000,AZ,Abortion Rate,40+,2.7
2005,AZ,Abortion Rate,40+,2.9
2006,AZ,Abortion Rate,40+,3.7
2007,AZ,Abortion Rate,40+,3.5
2008,AZ,Abortion Rate,40+,2.9
2009,AZ,Abortion Rate,40+,2.6
2010,AZ,Abortion Rate,40+,2.6
2011,AZ,Abortion Rate,40+,3.2
2012,AZ,Abortion Rate,40+,3.0
2013,AZ,Abortion Rate,40+,2.5
2014,AZ,Abortion Rate,40+,2.7
2015,AZ,Abortion Rate,40+,2.6
2016,AZ,Abortion Rate,40+,2.7
1988,AR,Abortion Rate,40+,1.8
1992,AR,Abortion Rate,40+,1.7
1996,AR,Abortion Rate,40+,1.2
2000,AR,Abortion Rate,40+,1.3
2005,AR,Abortion Rate,40+,1.4
2006,AR,Abortion Rate,40+,1.6
2007,AR,Abortion Rate,40+,1.8
2008,AR,Abortion Rate,40+,1.8
2009,AR,Abortion Rate,40+,1.6
2010,AR,Abortion Rate,40+,1.7
2011,AR,Abortion Rate,40+,1.7
2012,AR,Abortion Rate,40+,1.8
2013,AR,Abortion Rate,40+,1.9
2014,AR,Abortion Rate,40+,1.7
2015,AR,Abortion Rate,40+,1.3
2016,AR,Abortion Rate,40+,1.4
1988,CA,Abortion Rate,40+,4.9
1992,CA,Abortion Rate,40+,5.7
1996,CA,Abortion Rate,40+,5.5
2000,CA,Abortion Rate,40+,5.1
2005,CA,Abortion Rate,40+,4.9
2006,CA,Abortion Rate,40+,5.0
2007,CA,Abortion Rate,40+,5.3
2008,CA,Abortion Rate,40+,5.0
2009,CA,Abortion Rate,40+,5.1
2010,CA,Abortion Rate,40+,4.9
2011,CA,Abortion Rate,40+,4.9
2012,CA,Abortion Rate,40+,4.8
2013,CA,Abortion Rate,40+,4.5
2014,CA,Abortion Rate,40+,4.3
2015,CA,Abortion Rate,40+,4.1
2016,CA,Abortion Rate,40+,3.9
1988,CO,Abortion Rate,40+,2.6
1992,CO,Abortion Rate,40+,2.9
1996,CO,Abortion Rate,40+,2.8
2000,CO,Abortion Rate,40+,2.4
2005,CO,Abortion Rate,40+,3.1
2006,CO,Abortion Rate,40+,2.8
2007,CO,Abortion Rate,40+,3.0
2008,CO,Abortion Rate,40+,2.7
2009,CO,Abortion Rate,40+,3.0
2010,CO,Abortion Rate,40+,3.0
2011,CO,Abortion Rate,40+,3.1
2012,CO,Abortion Rate,40+,2.6
2013,CO,Abortion Rate,40+,2.5
2014,CO,Abortion Rate,40+,2.7
2015,CO,Abortion Rate,40+,2.5
2016,CO,Abortion Rate,40+,2.3
1988,CT,Abortion Rate,40+,3.1
1992,CT,Abortion Rate,40+,3.1
1996,CT,Abortion Rate,40+,2.6
2000,CT,Abortion Rate,40+,2.5
2005,CT,Abortion Rate,40+,3.3
2006,CT,Abortion Rate,40+,3.4
2007,CT,Abortion Rate,40+,3.5
2008,CT,Abortion Rate,40+,3.4
2009,CT,Abortion Rate,40+,3.8
2010,CT,Abortion Rate,40+,3.9
2011,CT,Abortion Rate,40+,3.8
2012,CT,Abortion Rate,40+,3.7
2013,CT,Abortion Rate,40+,3.5
2014,CT,Abortion Rate,40+,3.9
2015,CT,Abortion Rate,40+,3.8
2016,CT,Abortion Rate,40+,4.2
1988,DE,Abortion Rate,40+,2.9
1992,DE,Abortion Rate,40+,3.1
1996,DE,Abortion Rate,40+,2.3
2000,DE,Abortion Rate,40+,2.6
2005,DE,Abortion Rate,40+,3.1
2006,DE,Abortion Rate,40+,4.0
2007,DE,Abortion Rate,40+,4.6
2008,DE,Abortion Rate,40+,3.8
2009,DE,Abortion Rate,40+,8.199999999999998
2010,DE,Abortion Rate,40+,5.3
2011,DE,Abortion Rate,40+,4.7
2012,DE,Abortion Rate,40+,3.4
2013,DE,Abortion Rate,40+,3.3
2014,DE,Abortion Rate,40+,3.7
2015,DE,Abortion Rate,40+,3.2
2016,DE,Abortion Rate,40+,3.7
2000,DC,Abortion Rate,40+,6.5
2005,DC,Abortion Rate,40+,9.7
2006,DC,Abortion Rate,40+,9.3
2007,DC,Abortion Rate,40+,8.699999999999998
2008,DC,Abortion Rate,40+,11.7
2009,DC,Abortion Rate,40+,8.5
2010,DC,Abortion Rate,40+,7.1
2011,DC,Abortion Rate,40+,3.6
2012,DC,Abortion Rate,40+,4.3
2013,DC,Abortion Rate,40+,5.4
2014,DC,Abortion Rate,40+,6.5
2015,DC,Abortion Rate,40+,4.0
2016,DC,Abortion Rate,40+,5.3
1988,FL,Abortion Rate,40+,2.6
1992,FL,Abortion Rate,40+,2.8
1996,FL,Abortion Rate,40+,3.5
2000,FL,Abortion Rate,40+,3.5
2005,FL,Abortion Rate,40+,4.0
2006,FL,Abortion Rate,40+,4.0
2007,FL,Abortion Rate,40+,4.2
2008,FL,Abortion Rate,40+,4.1
2009,FL,Abortion Rate,40+,4.3
2010,FL,Abortion Rate,40+,4.4
2011,FL,Abortion Rate,40+,4.5
2012,FL,Abortion Rate,40+,4.5
2013,FL,Abortion Rate,40+,4.1
2014,FL,Abortion Rate,40+,4.1
2015,FL,Abortion Rate,40+,3.9
2016,FL,Abortion Rate,40+,3.7
1988,GA,Abortion Rate,40+,2.2
1992,GA,Abortion Rate,40+,2.7
1996,GA,Abortion Rate,40+,2.5
2000,GA,Abortion Rate,40+,2.3
2005,GA,Abortion Rate,40+,2.5
2006,GA,Abortion Rate,40+,2.5
2007,GA,Abortion Rate,40+,2.7
2008,GA,Abortion Rate,40+,3.2
2009,GA,Abortion Rate,40+,3.3
2010,GA,Abortion Rate,40+,3.1
2011,GA,Abortion Rate,40+,3.1
2012,GA,Abortion Rate,40+,3.4
2013,GA,Abortion Rate,40+,3.2
2014,GA,Abortion Rate,40+,3.1
2015,GA,Abortion Rate,40+,3.2
2016,GA,Abortion Rate,40+,3.0
1988,HI,Abortion Rate,40+,6.7
1992,HI,Abortion Rate,40+,6.9
1996,HI,Abortion Rate,40+,4.2
2000,HI,Abortion Rate,40+,3.7
2005,HI,Abortion Rate,40+,4.0
2006,HI,Abortion Rate,40+,4.1
2007,HI,Abortion Rate,40+,4.4
2008,HI,Abortion Rate,40+,4.6
2009,HI,Abortion Rate,40+,4.8
2010,HI,Abortion Rate,40+,4.2
2011,HI,Abortion Rate,40+,4.8
2012,HI,Abortion Rate,40+,4.7
2013,HI,Abortion Rate,40+,3.9
2014,HI,Abortion Rate,40+,3.3
2015,HI,Abortion Rate,40+,3.8
2016,HI,Abortion Rate,40+,3.5
1988,ID,Abortion Rate,40+,2.4
1992,ID,Abortion Rate,40+,1.5
1996,ID,Abortion Rate,40+,1.7
2000,ID,Abortion Rate,40+,2.4
2005,ID,Abortion Rate,40+,2.0
2006,ID,Abortion Rate,40+,1.9
2007,ID,Abortion Rate,40+,2.2
2008,ID,Abortion Rate,40+,1.7
2009,ID,Abortion Rate,40+,2.4
2010,ID,Abortion Rate,40+,1.4
2011,ID,Abortion Rate,40+,1.9
2012,ID,Abortion Rate,40+,1.9
2013,ID,Abortion Rate,40+,1.5
2014,ID,Abortion Rate,40+,1.2
2015,ID,Abortion Rate,40+,1.5
2016,ID,Abortion Rate,40+,1.3
1988,IL,Abortion Rate,40+,3.2
1992,IL,Abortion Rate,40+,3.2
1996,IL,Abortion Rate,40+,3.5
2000,IL,Abortion Rate,40+,2.9
2005,IL,Abortion Rate,40+,3.1
2006,IL,Abortion Rate,40+,3.1
2007,IL,Abortion Rate,40+,3.1
2008,IL,Abortion Rate,40+,3.1
2009,IL,Abortion Rate,40+,3.5
2010,IL,Abortion Rate,40+,3.3
2011,IL,Abortion Rate,40+,3.3
2012,IL,Abortion Rate,40+,3.5
2013,IL,Abortion Rate,40+,3.4
2014,IL,Abortion Rate,40+,3.5
2015,IL,Abortion Rate,40+,3.0
2016,IL,Abortion Rate,40+,3.2
1988,IN,Abortion Rate,40+,1.7
1992,IN,Abortion Rate,40+,1.6
1996,IN,Abortion Rate,40+,1.6
2000,IN,Abortion Rate,40+,1.6
2005,IN,Abortion Rate,40+,1.6
2006,IN,Abortion Rate,40+,1.6
2007,IN,Abortion Rate,40+,1.5
2008,IN,Abortion Rate,40+,1.5
2009,IN,Abortion Rate,40+,1.5
2010,IN,Abortion Rate,40+,1.6
2011,IN,Abortion Rate,40+,1.7
2012,IN,Abortion Rate,40+,1.7
2013,IN,Abortion Rate,40+,1.4
2014,IN,Abortion Rate,40+,1.5
2015,IN,Abortion Rate,40+,1.6
2016,IN,Abortion Rate,40+,1.6
1988,IA,Abortion Rate,40+,2.0
1992,IA,Abortion Rate,40+,1.8
1996,IA,Abortion Rate,40+,1.4
2000,IA,Abortion Rate,40+,1.6
2005,IA,Abortion Rate,40+,1.7
2006,IA,Abortion Rate,40+,1.9
2007,IA,Abortion Rate,40+,2.1
2008,IA,Abortion Rate,40+,1.9
2009,IA,Abortion Rate,40+,2.0
2010,IA,Abortion Rate,40+,2.2
2011,IA,Abortion Rate,40+,2.6
2012,IA,Abortion Rate,40+,1.8
2013,IA,Abortion Rate,40+,1.6
2014,IA,Abortion Rate,40+,1.6
2015,IA,Abortion Rate,40+,1.4
2016,IA,Abortion Rate,40+,1.6
1988,KS,Abortion Rate,40+,1.2
1992,KS,Abortion Rate,40+,1.4
1996,KS,Abortion Rate,40+,1.6
2000,KS,Abortion Rate,40+,1.7
2005,KS,Abortion Rate,40+,1.6
2006,KS,Abortion Rate,40+,1.4
2007,KS,Abortion Rate,40+,1.9
2008,KS,Abortion Rate,40+,1.6
2009,KS,Abortion Rate,40+,1.6
2010,KS,Abortion Rate,40+,1.4
2011,KS,Abortion Rate,40+,1.5
2012,KS,Abortion Rate,40+,1.4
2013,KS,Abortion Rate,40+,1.5
2014,KS,Abortion Rate,40+,1.6
2015,KS,Abortion Rate,40+,1.4
2016,KS,Abortion Rate,40+,1.6
1988,KY,Abortion Rate,40+,1.0
1992,KY,Abortion Rate,40+,1.2
1996,KY,Abortion Rate,40+,1.0
2000,KY,Abortion Rate,40+,1.1
2005,KY,Abortion Rate,40+,1.2
2006,KY,Abortion Rate,40+,1.1
2007,KY,Abortion Rate,40+,1.4
2008,KY,Abortion Rate,40+,1.3
2009,KY,Abortion Rate,40+,1.5
2010,KY,Abortion Rate,40+,1.5
2011,KY,Abortion Rate,40+,1.5
2012,KY,Abortion Rate,40+,1.1
2013,KY,Abortion Rate,40+,1.1
2014,KY,Abortion Rate,40+,1.3
2015,KY,Abortion Rate,40+,1.6
2016,KY,Abortion Rate,40+,1.1
1988,LA,Abortion Rate,40+,2.2
1992,LA,Abortion Rate,40+,1.6
1996,LA,Abortion Rate,40+,1.8
2000,LA,Abortion Rate,40+,1.4
2005,LA,Abortion Rate,40+,1.7
2006,LA,Abortion Rate,40+,1.9
2007,LA,Abortion Rate,40+,1.9
2008,LA,Abortion Rate,40+,1.9
2009,LA,Abortion Rate,40+,1.9
2010,LA,Abortion Rate,40+,2.2
2011,LA,Abortion Rate,40+,2.1
2012,LA,Abortion Rate,40+,2.0
2013,LA,Abortion Rate,40+,1.9
2014,LA,Abortion Rate,40+,1.9
2015,LA,Abortion Rate,40+,2.0
2016,LA,Abortion Rate,40+,1.9
1988,ME,Abortion Rate,40+,1.5
1992,ME,Abortion Rate,40+,2.3
1996,ME,Abortion Rate,40+,1.9
2000,ME,Abortion Rate,40+,1.4
2005,ME,Abortion Rate,40+,1.8
2006,ME,Abortion Rate,40+,1.6
2007,ME,Abortion Rate,40+,1.9
2008,ME,Abortion Rate,40+,1.5
2009,ME,Abortion Rate,40+,2.0
2010,ME,Abortion Rate,40+,2.0
2011,ME,Abortion Rate,40+,1.6
2012,ME,Abortion Rate,40+,1.8
2013,ME,Abortion Rate,40+,2.5
2014,ME,Abortion Rate,40+,2.4
2015,ME,Abortion Rate,40+,2.1
2016,ME,Abortion Rate,40+,1.7
1988,MD,Abortion Rate,40+,3.1
1992,MD,Abortion Rate,40+,3.3
1996,MD,Abortion Rate,40+,3.3
2000,MD,Abortion Rate,40+,4.0
2005,MD,Abortion Rate,40+,4.4
2006,MD,Abortion Rate,40+,4.0
2007,MD,Abortion Rate,40+,3.8
2008,MD,Abortion Rate,40+,3.8
2009,MD,Abortion Rate,40+,4.5
2010,MD,Abortion Rate,40+,4.8
2011,MD,Abortion Rate,40+,4.3
2012,MD,Abortion Rate,40+,4.1
2013,MD,Abortion Rate,40+,4.1
2014,MD,Abortion Rate,40+,4.2
2015,MD,Abortion Rate,40+,3.9
2016,MD,Abortion Rate,40+,4.7
1988,MA,Abortion Rate,40+,4.7
1992,MA,Abortion Rate,40+,4.5
1996,MA,Abortion Rate,40+,5.4
2000,MA,Abortion Rate,40+,4.4
2005,MA,Abortion Rate,40+,4.2
2006,MA,Abortion Rate,40+,4.2
2007,MA,Abortion Rate,40+,4.2
2008,MA,Abortion Rate,40+,4.1
2009,MA,Abortion Rate,40+,4.4
2010,MA,Abortion Rate,40+,4.4
2011,MA,Abortion Rate,40+,4.1
2012,MA,Abortion Rate,40+,4.3
2013,MA,Abortion Rate,40+,4.0
2014,MA,Abortion Rate,40+,4.0
2015,MA,Abortion Rate,40+,4.1
2016,MA,Abortion Rate,40+,3.7
1988,MI,Abortion Rate,40+,2.6
1992,MI,Abortion Rate,40+,2.5
1996,MI,Abortion Rate,40+,2.8
2000,MI,Abortion Rate,40+,3.1
2005,MI,Abortion Rate,40+,2.9
2006,MI,Abortion Rate,40+,2.9
2007,MI,Abortion Rate,40+,2.9
2008,MI,Abortion Rate,40+,2.6
2009,MI,Abortion Rate,40+,2.9
2010,MI,Abortion Rate,40+,2.9
2011,MI,Abortion Rate,40+,2.7
2012,MI,Abortion Rate,40+,2.8
2013,MI,Abortion Rate,40+,3.1
2014,MI,Abortion Rate,40+,2.8
2015,MI,Abortion Rate,40+,2.8
2016,MI,Abortion Rate,40+,2.8
1988,MN,Abortion Rate,40+,2.0
1992,MN,Abortion Rate,40+,3.0
1996,MN,Abortion Rate,40+,2.1
2000,MN,Abortion Rate,40+,2.6
2005,MN,Abortion Rate,40+,2.1
2006,MN,Abortion Rate,40+,2.1
2007,MN,Abortion Rate,40+,2.2
2008,MN,Abortion Rate,40+,2.5
2009,MN,Abortion Rate,40+,2.2
2010,MN,Abortion Rate,40+,2.3
2011,MN,Abortion Rate,40+,2.5
2012,MN,Abortion Rate,40+,2.3
2013,MN,Abortion Rate,40+,2.1
2014,MN,Abortion Rate,40+,2.2
2015,MN,Abortion Rate,40+,2.0
2016,MN,Abortion Rate,40+,2.2
1988,MS,Abortion Rate,40+,1.3
1992,MS,Abortion Rate,40+,1.5
1996,MS,Abortion Rate,40+,1.8
2000,MS,Abortion Rate,40+,1.8
2005,MS,Abortion Rate,40+,1.7
2006,MS,Abortion Rate,40+,1.5
2007,MS,Abortion Rate,40+,1.4
2008,MS,Abortion Rate,40+,1.7
2009,MS,Abortion Rate,40+,1.4
2010,MS,Abortion Rate,40+,1.3
2011,MS,Abortion Rate,40+,1.3
2012,MS,Abortion Rate,40+,1.1
2013,MS,Abortion Rate,40+,1.2
2014,MS,Abortion Rate,40+,1.2
2015,MS,Abortion Rate,40+,1.3
2016,MS,Abortion Rate,40+,1.4
1988,MO,Abortion Rate,40+,2.4
1992,MO,Abortion Rate,40+,1.8
1996,MO,Abortion Rate,40+,2.1
2000,MO,Abortion Rate,40+,2.6
2005,MO,Abortion Rate,40+,2.5
2006,MO,Abortion Rate,40+,2.3
2007,MO,Abortion Rate,40+,2.1
2008,MO,Abortion Rate,40+,2.2
2009,MO,Abortion Rate,40+,2.1
2010,MO,Abortion Rate,40+,1.8
2011,MO,Abortion Rate,40+,1.8
2012,MO,Abortion Rate,40+,1.9
2013,MO,Abortion Rate,40+,1.7
2014,MO,Abortion Rate,40+,1.6
2015,MO,Abortion Rate,40+,1.7
2016,MO,Abortion Rate,40+,1.5
1988,MT,Abortion Rate,40+,2.0
1992,MT,Abortion Rate,40+,2.1
1996,MT,Abortion Rate,40+,2.0
2000,MT,Abortion Rate,40+,2.1
2005,MT,Abortion Rate,40+,2.0
2006,MT,Abortion Rate,40+,2.6
2007,MT,Abortion Rate,40+,2.1
2008,MT,Abortion Rate,40+,1.7
2009,MT,Abortion Rate,40+,2.2
2010,MT,Abortion Rate,40+,2.2
2011,MT,Abortion Rate,40+,3.0
2012,MT,Abortion Rate,40+,2.5
2013,MT,Abortion Rate,40+,2.0
2014,MT,Abortion Rate,40+,1.6
2015,MT,Abortion Rate,40+,2.0
2016,MT,Abortion Rate,40+,2.5
1988,NE,Abortion Rate,40+,1.9
1992,NE,Abortion Rate,40+,2.1
1996,NE,Abortion Rate,40+,1.4
2000,NE,Abortion Rate,40+,1.8
2005,NE,Abortion Rate,40+,1.6
2006,NE,Abortion Rate,40+,1.4
2007,NE,Abortion Rate,40+,1.1
2008,NE,Abortion Rate,40+,1.6
2009,NE,Abortion Rate,40+,1.7
2010,NE,Abortion Rate,40+,1.5
2011,NE,Abortion Rate,40+,1.6
2012,NE,Abortion Rate,40+,1.7
2013,NE,Abortion Rate,40+,1.3
2014,NE,Abortion Rate,40+,1.7
2015,NE,Abortion Rate,40+,1.4
2016,NE,Abortion Rate,40+,1.4
1988,NV,Abortion Rate,40+,3.9
1992,NV,Abortion Rate,40+,5.1
1996,NV,Abortion Rate,40+,7.0
2000,NV,Abortion Rate,40+,5.0
2005,NV,Abortion Rate,40+,5.2
2006,NV,Abortion Rate,40+,5.2
2007,NV,Abortion Rate,40+,4.7
2008,NV,Abortion Rate,40+,5.1
2009,NV,Abortion Rate,40+,4.9
2010,NV,Abortion Rate,40+,5.2
2011,NV,Abortion Rate,40+,9.8
2012,NV,Abortion Rate,40+,10.3
2013,NV,Abortion Rate,40+,8.0
2014,NV,Abortion Rate,40+,4.2
2015,NV,Abortion Rate,40+,5.1
2016,NV,Abortion Rate,40+,4.4
1988,NH,Abortion Rate,40+,2.5
1992,NH,Abortion Rate,40+,2.5
1996,NH,Abortion Rate,40+,3.0
2000,NH,Abortion Rate,40+,2.8
2005,NH,Abortion Rate,40+,2.1
2006,NH,Abortion Rate,40+,2.1
2007,NH,Abortion Rate,40+,2.2
2008,NH,Abortion Rate,40+,2.1
2009,NH,Abortion Rate,40+,2.4
2010,NH,Abortion Rate,40+,2.4
2011,NH,Abortion Rate,40+,2.2
2012,NH,Abortion Rate,40+,2.2
2013,NH,Abortion Rate,40+,2.0
2014,NH,Abortion Rate,40+,2.5
2015,NH,Abortion Rate,40+,2.2
2016,NH,Abortion Rate,40+,2.3
1988,NJ,Abortion Rate,40+,4.5
1992,NJ,Abortion Rate,40+,3.7
1996,NJ,Abortion Rate,40+,5.0
2000,NJ,Abortion Rate,40+,5.2
2005,NJ,Abortion Rate,40+,5.6
2006,NJ,Abortion Rate,40+,5.8
2007,NJ,Abortion Rate,40+,5.9
2008,NJ,Abortion Rate,40+,5.7
2009,NJ,Abortion Rate,40+,6.3
2010,NJ,Abortion Rate,40+,5.6
2011,NJ,Abortion Rate,40+,5.4
2012,NJ,Abortion Rate,40+,6.2
2013,NJ,Abortion Rate,40+,5.3
2014,NJ,Abortion Rate,40+,6.6
2015,NJ,Abortion Rate,40+,6.2
2016,NJ,Abortion Rate,40+,6.7
1988,NM,Abortion Rate,40+,3.9
1992,NM,Abortion Rate,40+,3.6
1996,NM,Abortion Rate,40+,2.9
2000,NM,Abortion Rate,40+,3.0
2005,NM,Abortion Rate,40+,3.0
2006,NM,Abortion Rate,40+,2.9
2007,NM,Abortion Rate,40+,3.0
2008,NM,Abortion Rate,40+,2.9
2009,NM,Abortion Rate,40+,4.7
2010,NM,Abortion Rate,40+,3.0
2011,NM,Abortion Rate,40+,3.4
2012,NM,Abortion Rate,40+,2.3
2013,NM,Abortion Rate,40+,2.2
2014,NM,Abortion Rate,40+,2.0
2015,NM,Abortion Rate,40+,2.4
2016,NM,Abortion Rate,40+,2.4
1988,NY,Abortion Rate,40+,5.3
1992,NY,Abortion Rate,40+,6.2
1996,NY,Abortion Rate,40+,5.9
2000,NY,Abortion Rate,40+,6.5
2005,NY,Abortion Rate,40+,7.2
2006,NY,Abortion Rate,40+,6.7
2007,NY,Abortion Rate,40+,6.8
2008,NY,Abortion Rate,40+,7.3
2009,NY,Abortion Rate,40+,7.3
2010,NY,Abortion Rate,40+,7.3
2011,NY,Abortion Rate,40+,7.2
2012,NY,Abortion Rate,40+,7.0
2013,NY,Abortion Rate,40+,6.8
2014,NY,Abortion Rate,40+,7.0
2015,NY,Abortion Rate,40+,7.4
2016,NY,Abortion Rate,40+,7.4
1988,NC,Abortion Rate,40+,2.0
1992,NC,Abortion Rate,40+,2.0
1996,NC,Abortion Rate,40+,2.3
2000,NC,Abortion Rate,40+,2.3
2005,NC,Abortion Rate,40+,2.3
2006,NC,Abortion Rate,40+,2.3
2007,NC,Abortion Rate,40+,2.4
2008,NC,Abortion Rate,40+,1.9
2009,NC,Abortion Rate,40+,2.2
2010,NC,Abortion Rate,40+,2.4
2011,NC,Abortion Rate,40+,2.4
2012,NC,Abortion Rate,40+,2.5
2013,NC,Abortion Rate,40+,2.6
2014,NC,Abortion Rate,40+,2.6
2015,NC,Abortion Rate,40+,2.6
2016,NC,Abortion Rate,40+,2.3
1988,ND,Abortion Rate,40+,1.2
1992,ND,Abortion Rate,40+,1.2
1996,ND,Abortion Rate,40+,1.2
2000,ND,Abortion Rate,40+,1.1
2005,ND,Abortion Rate,40+,1.2
2006,ND,Abortion Rate,40+,0.9
2007,ND,Abortion Rate,40+,1.2
2008,ND,Abortion Rate,40+,1.6
2009,ND,Abortion Rate,40+,1.1
2010,ND,Abortion Rate,40+,1.6
2011,ND,Abortion Rate,40+,1.5
2012,ND,Abortion Rate,40+,1.4
2013,ND,Abortion Rate,40+,1.1
2014,ND,Abortion Rate,40+,1.7
2015,ND,Abortion Rate,40+,1.6
2016,ND,Abortion Rate,40+,1.1
1988,OH,Abortion Rate,40+,2.5
1992,OH,Abortion Rate,40+,2.6
1996,OH,Abortion Rate,40+,2.6
2000,OH,Abortion Rate,40+,2.1
2005,OH,Abortion Rate,40+,2.1
2006,OH,Abortion Rate,40+,2.1
2007,OH,Abortion Rate,40+,2.1
2008,OH,Abortion Rate,40+,2.1
2009,OH,Abortion Rate,40+,2.1
2010,OH,Abortion Rate,40+,2.2
2011,OH,Abortion Rate,40+,2.3
2012,OH,Abortion Rate,40+,2.2
2013,OH,Abortion Rate,40+,2.0
2014,OH,Abortion Rate,40+,2.0
2015,OH,Abortion Rate,40+,1.9
2016,OH,Abortion Rate,40+,1.8
1988,OK,Abortion Rate,40+,2.0
1992,OK,Abortion Rate,40+,1.7
1996,OK,Abortion Rate,40+,1.7
2000,OK,Abortion Rate,40+,1.4
2005,OK,Abortion Rate,40+,1.6
2006,OK,Abortion Rate,40+,1.7
2007,OK,Abortion Rate,40+,1.8
2008,OK,Abortion Rate,40+,1.7
2009,OK,Abortion Rate,40+,1.9
2010,OK,Abortion Rate,40+,1.8
2011,OK,Abortion Rate,40+,1.6
2012,OK,Abortion Rate,40+,1.7
2013,OK,Abortion Rate,40+,1.8
2014,OK,Abortion Rate,40+,1.6
2015,OK,Abortion Rate,40+,1.4
2016,OK,Abortion Rate,40+,1.3
1988,OR,Abortion Rate,40+,2.1
1992,OR,Abortion Rate,40+,2.6
1996,OR,Abortion Rate,40+,2.6
2000,OR,Abortion Rate,40+,3.4
2005,OR,Abortion Rate,40+,3.6
2006,OR,Abortion Rate,40+,3.2
